Name,Address,Province,City,Postal Code,Telephone,Email,Find or become a mentor to a newcomer,Francophone service provider,Help finding a job,Help preparing for the citizenship test,Help with daily life,Job-specific language training,Language assessment,Language training (general),Other Services,Services for LGBTQ2,Services for refugees,Services for seniors,Services for women,Services for youth
Ki-Low-Na Friendship Society,442 Leon Avenue,British Columbia,Kelowna,V1Y 6J3,250-763-4905, ,False,False,False,False,False,False,True,True,False,False,False,False,False,False
Kingston Community Health Centres,263 Weller Avenue,Ontario,Kingston,K7K 2V4,613-542-2949,info@kchc.ca ,True,False,False,False,True,False,False,False,True,False,True,False,False,True
Kingston Employment & Youth Services (KEYS),182 Sydenham Street,Ontario,Kingston,K7K 3M2,613-546-5559,info@keys.ca,False,False,True,False,False,False,False,True,False,False,True,False,False,True
Kingston Literacy and Skills,16 Bath Road,Ontario,Kingston,K7L 1C4,613-547-2255, ,False,False,True,False,False,False,False,True,False,False,True,False,False,False
Kitchener-Waterloo Multicultural Centre,102 King Street West,Ontario,Kitchener,N2G 1A6,519-745-2531, ,True,False,True,False,True,False,False,False,False,False,False,False,False,True
Kitimat Community Services Society,102 - 370 City Centre,British Columbia,Kitimat,V8C 1T6,250-632-9107, ,True,False,True,False,True,False,False,False,True,False,False,False,False,False
Kiwassa Neighbourhood Services Association,2425 Oxford Street,British Columbia,Vancouver,V5K 1M7,604-254-5401, ,True,False,True,False,True,False,False,False,False,False,False,False,False,True
La Cité collégiale,801 Aviation Parkway,Ontario,Ottawa,K1K 4R3,613-742-2483, ,False,True,False,False,False,True,False,True,True,False,False,True,True,True
La Cité collégiale,801 Aviation Parkway,Ontario,Ottawa,K1K 4R3,613-742-2483, ,False,True,True,False,False,False,False,True,True,False,True,True,True,True
La coopérative d'immigration Le Relais francophone de la Colombie-Britannique,1555 West 7th Avenue office 228,British Columbia,Vancouver,V6J 1S1,604-630-0316, ,True,True,True,False,True,True,False,False,True,False,True,False,False,False
La Coopérative d'intégration francophone de l'Île-du-Prince-Édouard,149 Kent Street Suite 202,Prince Edward Island,Charlottetown,C1A 1N5,888-954-5888,services@cifipe.ca,True,True,True,False,True,False,False,False,True,False,False,True,True,True
La Coopérative d'intégration francophone de l'Île-du-Prince-Édouard,48 chemin Mill,Prince Edward Island,Wellington,C0B 2E0,902-854-3439,services@cifipe.ca,True,True,True,False,True,False,False,False,True,False,False,True,True,False
La Francophonie Albertaine Plurielle (FRAP),8627 91 Street Suite 108,Alberta,Edmonton,T6C 3N1,780-540-8682, ,True,True,False,False,True,False,False,False,True,False,False,False,True,True
La Maison,306 Main St,Ontario,Toronto,M4C 4X6,647-777-6419,info@lamaison-toronto.org,True,True,False,False,True,False,False,False,True,False,True,False,True,False
Labrador Friendship Centre,P.O.Box 767 49 Grenfell Street ,Newfoundland and Labrador,Happy Valley-Goose Bay,A0P 1E0,709-896-8302 ext. 222, ,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Lakeshore Area Multi-Services Project (LAMP) Inc.,150 Berry Road,Ontario,Toronto,M8Y 4H6,416-231-7070,info@lampchc.org,False,False,True,True,True,False,False,False,False,False,False,False,False,False
Lakeshore Area Multi-Services Project (LAMP) Inc.,185 Fifth Street,Ontario,Toronto,M8V 2Z5,416-252-6471 ext. 280 or 283,info@lampchc.org,True,False,True,False,True,False,False,False,False,False,False,False,False,True
Lakeshore Area Multi-Services Project (LAMP) Inc.,2275 Lakeshore Boulevard West,Ontario,Toronto,M8V 3Y3,416-252-6471,info@lampchc.org,False,False,True,False,True,False,False,False,False,False,False,False,False,False
Langley Community Service Society,5339 207th Street,British Columbia,Langley,V3A 2E6,604-533-7989, ,True,False,False,False,False,False,False,False,True,False,False,True,True,True
Langley Community Services Society (Langley Early Years Centre),20766 80 Avenue,British Columbia,Langley,V2Y 1X6,604-882-0732,earlyyearscoordinator@langleycdc.com,False,False,False,False,False,False,False,False,True,False,True,False,True,False
Language Assessment Services,263 Weller Avenue,Ontario,Kingston,K7K 2V4,613-453-8144, ,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Le CAFI (Le Centre d'accueil et d'accompagnement francophone des immigrants du Sud-Est du Nouveau-Brunswick),140 Champlain Street,New Brunswick,Dieppe,E1A 1N8,506-382-7494,info@cafi-nb.org,False,True,True,False,True,False,False,False,True,False,True,False,True,True
Le Carrefour francophone de Sudbury,14 Beech Street,Ontario,Sudbury,P3C 1Z2,705-675-6493,info@carrefour.ca ,False,True,False,False,False,False,False,False,True,False,False,False,False,False
Le Conseil de développement économique de la Nouvelle-Écosse (CDÉNÉ),1809 Barrington Street Office 902,Nova Scotia,Halifax,B3J 3K8,902-424-7230,info@cdene.ns.ca,True,True,True,False,False,False,False,False,True,False,False,True,True,True
Le Groupe Innovanor,60 9th Street,Ontario,Hearst,P0L 1N0,705-335-2626, ,False,True,True,False,True,False,False,False,True,False,True,False,False,False
Learn English Nova Scotia Testing and Counselling Centre,6169 Quinpool Road Suite 221,Nova Scotia,Halifax,B3L 4P8,902-401-4366,applications@lasns.info,False,False,False,False,False,False,True,False,False,False,False,False,False,True
Learning Disabilities Association of Toronto District,121 Willowdale Avenue  ,Ontario,Toronto,M2N6A3,416-229-1680, ,True,False,True,False,True,False,False,False,False,False,True,False,False,False
Lebanese and Arab Social Services Agency of Ottawa,2410 Holy Lane,Ontario,Ottawa,K1V 7P1,613-236-0003,fawada@lassa.ca,False,False,False,True,False,False,False,False,False,False,True,False,False,False
Lethbridge College,3000 College Drive S,Alberta,Lethbridge,T1K 1L6,403-329-7269, ,False,False,False,False,False,False,False,True,True,False,True,False,False,True
Lethbridge Family Services,1107 – 2 Avenue A North,Alberta,Lethbridge,T1H 0E6,403-320-1589, ,True,False,True,False,True,False,False,False,False,False,True,True,True,True
Lift Community Services,218 - 6975 Alberni Street ,British Columbia,Powell River,V8A 5P4,604-485-2004,stuart@liftcommunityservices.org,True,False,False,False,True,False,False,False,False,False,True,False,False,False
Lift Community Services,218-6975 Alberni Street,British Columbia,Powell River,V8A 5P4,604-414-3630, ,True,False,True,False,True,False,False,False,True,False,True,True,True,True
Literacy Alberni Society,5100 Tebo Ave,British Columbia,Port Alberni,V9Y 5Y6,250-723-7323, ,False,False,True,True,True,False,False,False,False,False,False,False,False,False
Little Mountain Neighbourhood House Society,3981 Main Street,British Columbia,Vancouver,V5V 3P3,604-879-7104, ,False,False,True,True,True,False,False,True,True,False,False,False,True,False
London Cross Cultural Learner Centre - Settlement Services,505 Dundas Street,Ontario,London,N6B 1W4,519-432-1133, ,True,False,True,True,True,True,True,False,True,True,True,True,True,True
Louis Riel School Division,900 St. Mary's Road,Manitoba,Winnipeg,R2M 3R3,204-257-7827,tim.mackay@lrsd.net,False,False,False,False,True,False,False,True,False,False,True,False,True,False
LUSO Community Services - Beacock Branch Library ,1280 Huron Street,Ontario,London,N5Y 4M2,519-451-8140, ,False,False,False,False,True,False,False,False,False,False,False,True,True,True
LUSO Community Services - Settlement Services,1193 Oxford Street E. Unit 2,Ontario,London,N5Y 3M2,519-452-1466, ,True,False,False,False,True,False,False,False,True,False,False,True,True,True
Lutherwood,89 Wyndham Street North 3rd Floor,Ontario,Guelph,N1H 4E9,519-822-5119, ,True,False,True,False,False,False,False,False,False,False,False,False,False,False
MABELLEarts,5005 Dundas Street West,Ontario,Toronto,M9A 4Y6,416-239-4900,info@mabellearts.ca,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Madison Community Services,355 Church St. 2nd Floor,Ontario,Toronto,M5B 0B2,416-977-1333, ,False,False,False,False,True,False,False,False,True,False,True,False,False,False
Making Changes Employment Association of Alberta,6516 1a Street SW,Alberta,Calgary,T2H 0G6,403-262-5776, ,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Malton Neighbourhood Services,3540 Morning Star Drive,Ontario,Malton,L4T 1Y2,905-677-6270, ,False,False,True,False,True,False,False,True,False,False,True,False,True,True
Malton Neighbourhood Services,3975 Cottrelle Boulevard Units 8 9 10,Ontario,Brampton,L6P 2P9,905-794-7111, ,False,False,True,False,True,False,False,True,False,False,True,False,True,False
Malton Neighbourhood Services,7205 Goreway Drive,Ontario,Malton,L4T 1Y2,905-612-0350,info@mnsinfo.org,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Malvern Family Resource Centre,1321 Neilson Road,Ontario,Scarborough,M1B3C2,416-281-1376, ,True,False,False,True,True,False,False,False,True,False,False,False,True,True
Manitoba Institute of Trades and Technology,130 Henlow Bay,Manitoba,Winnipeg,R3Y 1G4,416-281-1376, ,False,False,False,False,True,False,False,True,True,False,False,False,False,False
Manitoba Institute of Trades and Technology,1551 Pembina Hwy,Manitoba,Winnipeg,R3T 2E5,416-281-1376, ,False,False,False,False,True,False,False,True,True,False,False,False,False,False
Manitoba Institute of Trades and Technology,609 Erin St,Manitoba,Winnipeg,R3G 2W1,416-281-1376, ,False,False,False,False,True,False,False,True,True,False,False,False,False,False
Manitoba Institute of Trades and Technology,7 Fultz Blvd,Manitoba,Winnipeg,R3Y 1G4,416-281-1376, ,False,False,False,False,True,False,False,True,True,False,False,False,False,False
Manitoba Possible,285 Pembina Highway,Manitoba,Winnipeg,R3L 2E1,204-975-3010,info@manitobapossible.ca,False,False,False,False,False,False,False,True,True,False,True,False,False,False
Manitoba School Improvement Program Inc.,1008 Watt Street ,Manitoba,Winnipeg,R3G 2V3,204-949-1856,office@msip.ca,False,False,False,False,True,False,False,False,False,False,True,False,False,True
Manitoba School Improvement Program Inc.,1900 Portage Ave,Manitoba,Winnipeg,R3J 0J1,204-949-1856,office@msip.ca,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Manitoba School Improvement Program Inc.,3 Borrowman Pl,Manitoba,Winnipeg,R3G 1M6,204-949-1856,office@msip.ca,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Manitoba School Improvement Program Inc.,567 Bannatyne Ave,Manitoba,Winnipeg,R3A 0G8,204-949-1856,office@msip.ca,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Manitoba School Improvement Program Inc.,770 St Mary's Rd Winnipeg,Manitoba,Winnipeg,R2M 3N7,204-949-1856,office@msip.ca,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Manitoba School Improvement Program Inc.,99 Killarney Ave Winnipeg,Manitoba,Winnipeg,R3T 3B3,204-949-1856,office@msip.ca,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Maple Leaf Academy,731 - 6th Avenue SW Suite 200,Alberta,Calgary,T2P 0T9,403-262-8851, ,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Mennonite Community Services of Southern Ontario,16 Talbot Street East,Ontario,Aylmer,N5H 1H4,519-765-3020, ,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Mennonite New Life Centre of Toronto,2737 Keele Street,Ontario,North York,M3M 2E9,647-776-2057,sdmello@mnlct.org,True,False,True,False,True,False,False,False,False,False,True,False,True,True
Mennonite New Life Centre of Toronto,3570 Victoria Park Ave Suite 204,Ontario,Scarborough,M2H 3S2,416-291-3248,sdmello@mnlct.org,True,False,False,True,True,False,False,True,False,False,True,True,False,False
Merrymount Children's Centre,1119 Jalna Boulevard,Ontario,London,N6A 4B3,519-434-6848,contact@merrymount.on.ca,False,False,False,False,True,False,False,False,False,False,False,False,False,True
MetroWorks,7071 Bayers Road Suite LL05,Nova Scotia,Halifax,B3L 2C2,902-453-6246,info@mymetroworks.ca,False,False,True,False,False,False,False,False,True,False,False,False,True,False
MFCW Education & Training Trust Fund (operating as UFCW Training Centre),530 Richmond Avenue East,Manitoba,Brandon,R3G 0P1,204-775-8329,wmcgorum@ufcwtraining.mb.ca,False,False,False,False,False,True,False,True,False,False,False,False,False,False
MFL-Occupational Health Centre,167 Sherbrook Street,Manitoba,Winnipeg,R3C 2B7,204-926-7905,khamilton@mflohc.mb.ca,True,False,False,False,False,False,False,False,True,False,False,False,True,False
Mission Community Services Society,33179 2nd Avenue,British Columbia,Mission,V2V 1J9,604-826-3634, ,True,False,False,False,True,False,False,False,True,False,True,False,False,True
Mohawk College of Applied Arts and Technology,135 Fennell Avenue West ,Ontario,Hamilton,L9C 1E9,905-575-2303, ,False,False,True,False,False,True,False,True,False,False,False,False,False,True
Moose Jaw Multicultural Council Inc.,60 Athabasca Street East  ,Saskatchewan,Moose Jaw,S6H 0L2,306-693-4677,reception@mjmcinc.ca,True,False,True,False,True,False,True,True,True,False,True,False,False,False
MOSAIC - Multilingual Orientation Service Association for Immigrant Communities,1899 Willingdon Ave,British Columbia,Burnaby,V5C 6E3,604-298-8201,info@mosaicbc.org,True,False,True,False,True,False,False,True,False,True,False,False,False,False
MOSAIC - Multilingual Orientation Service Association for Immigrant Communities,200A-7134 King George Bvld. ,British Columbia,Surrey,V3W 5A3,778-591-9334,info@mosaicbc.org,False,False,False,False,False,True,False,True,False,True,False,False,False,False
MOSAIC - Multilingual Orientation Service Association for Immigrant Communities,206-2555 Commercial Drive,British Columbia,Vancouver,V5N 4C1,604-708-3905,info@mosaicbc.org,False,False,False,False,False,True,False,True,False,True,False,False,False,False
MOSAIC - Multilingual Orientation Service Association for Immigrant Communities,304-2730 Commercial Drive,British Columbia,Vancouver,V5N 5P4,604-684-8825,info@mosaicbc.org,False,False,False,False,False,True,False,True,False,True,False,False,False,False
MOSAIC - Multilingual Orientation Service Association for Immigrant Communities,5575 Boundary Road ,British Columbia,Vancouver,V5R 2P9,604-522-3722,info@mosaicbc.org,True,False,True,False,True,True,False,True,False,True,False,False,False,False
MOSAIC - Multilingual Orientation Service Association for Immigrant Communities,5902 Kingsway,British Columbia,Burnaby,V5J 1H2,604-438-8214,careerpaths@mosaicbc.org,True,False,True,False,False,False,False,False,True,True,False,False,False,False
MOSAIC - Multilingual Orientation Service Association for Immigrant Communities,7009 Kingsway,British Columbia,Burnaby,V5E 1E5,604-636-0120,info@mosaicbc.org,False,False,False,False,True,False,False,False,True,False,True,False,True,False
MOSAIC - Multilingual Orientation Service Association for Immigrant Communities (VIPP Moving Ahead program),310-7155 Kingsway,British Columbia,Burnaby,V5E 2V1,604-636-4712,info@mosaicbc.org,True,False,True,False,True,False,False,False,False,False,True,True,True,True
MOSAIC - Newcomer Family Resource Network Incorporated,397 Carlton Street,Manitoba,Winnipeg,R3B 2K9,204-774-7311,vcavers@mosaicnet.ca,True,False,False,False,True,False,False,True,True,False,True,False,False,False
MOSAIC at School District 40 (Fraserside Community Services),519 7th Street 2nd floor Suites 245-246,British Columbia,New Westminster,V3M 6A7,604-254-0244, ,True,False,False,False,True,False,False,False,True,False,False,False,False,True
Mothers Matter Centre,508 - 1190 Melville Street,British Columbia,Vancouver,V6E 3W1,604-676-8250,info@hippycanada.ca,False,False,True,False,True,False,False,False,True,False,False,False,True,True
Mount Carmel Clinic,886 Main Street   ,Manitoba,Winnipeg,R2W 5L4,204-582-0311,bshoffner@mountcarmel.ca,False,False,False,False,True,False,False,False,False,False,False,True,True,True
Mount Pleasant Family Centre Society,2910 George Street,British Columbia,Vancouver,V5T 4L9,604-872-6757, ,False,False,False,False,True,False,False,False,False,False,True,False,False,False
Mount Pleasant Neighbourhood House,800 East Broadway,British Columbia,Vancouver,V5T 1Y1,604-879-8208, ,False,False,False,True,True,False,False,False,True,False,False,True,True,True
Moyo Health & Community Services,7700 Hurontario Street Suite 601,Ontario,Brampton,L6Y 4M3,905-361-0523, ,False,False,False,False,True,False,False,False,False,True,False,False,False,False
Multicultural and Immigrant Services Association of North Vancouver Island ,407A 5th St,British Columbia,Courtenay,V9N 1J7,250-338-6359 or 1-855-805-0171, ,False,False,True,True,True,False,True,True,True,False,True,True,True,False
Multicultural and Immigrant Services Association of North Vancouver Island ,200 - 1170 Shoppers Row,British Columbia,Campbell River,V9W 2C8,250-830-0171 or 1-855-805-0171, ,False,False,True,True,True,False,True,True,True,False,True,True,True,False
Multicultural Association Chaleur Region Inc.,325 Main Street ,New Brunswick,Bathurst,E2A 1B1,506-547-7651,info@macr-amrc.ca,True,True,False,True,True,False,False,False,False,False,False,False,False,True
Multicultural Association of Carleton County Inc. (MACC),645-647 Main Street ,New Brunswick,Woodstock,E7M 2C7,506-328-4690,staff@maccnb.ca,True,False,True,True,True,True,False,False,False,False,False,False,False,False
Multicultural Association of Charlotte County,123 Milltown Boulevard Suite 102,New Brunswick,St. Stephen,E3L 1G5,506-755-9295,info@ccmanb.com,True,False,True,True,True,True,False,True,True,True,True,True,True,True
Multicultural Association of Charlotte County,19 Main Street Unit 1,New Brunswick,St. George,E5C 3H9,506-755-9295,info@ccmanb.com,True,False,False,True,False,False,False,True,False,False,False,False,False,False
Multicultural Association of Fredericton Inc. (MCAF),28 Saunders Street,New Brunswick,Fredericton,E3B 1N1,506-454-8292,mcaf@mcaf.nb.ca,True,True,True,True,True,True,False,True,False,True,True,True,True,True
Multicultural Council of Windsor and Essex County,245 Janette Avenue,Ontario,Windsor,N9A 4Z2,519-255-1127,contact@themcc.com,False,False,False,False,True,False,False,False,True,False,True,False,False,False
Multicultural Council of Windsor and Essex County,7651 Tecumseh Road East,Ontario,Windsor,N8T 3H1,519-948-3443,contact@themcc.com,True,False,False,False,True,False,False,True,True,False,True,True,False,True
Multicultural Family Resource Society,9538 107 Ave NW,Alberta,Edmonton,T5E 4C6,780-938-1771, ,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Multicultural Helping House Society,4802 Fraser Street ,British Columbia,Vancouver,V5V 4H4,604-879-3277, ,True,False,True,False,True,False,False,False,False,False,False,True,False,True
Muslim Community Services,150 Central Park Drive Suite 304,Ontario,Brampton,L6T 2T9,905-790-1910, ,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Muslim Community Services,197 County Court Blvd,Ontario,Brampton,L6W 4P6,905-790-8482,services@bmccentre.org,False,False,False,False,True,False,False,True,True,False,False,False,False,False
Muslim Community Services,4120 Ridgeway Drive,Ontario,Mississauga,L5L 5S9,905-828-4008, ,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Neepawa and Area Immigrant Settlement Services,342 Mountain Avenue 2nd Floor,Manitoba,Neepawa,R0J 1H0,204-476-2055,don@neepawasettlement.com,False,False,True,False,True,False,False,True,False,False,False,False,False,True
New Brunswick Multicultural Council,10 Civic Court Unit 1,New Brunswick,Chipman,E4A 2H9,506-327-0103,culture@nbmc-cmnb.ca,True,True,False,False,True,False,False,False,True,False,False,False,False,False
New Brunswick Multicultural Council,144D Canada Street,New Brunswick,Saint-Quentin,E8A 1G7,506-235-1804,culture@nbmc-cmnb.ca,True,True,False,False,True,False,False,False,True,False,False,False,False,False
New Brunswick Multicultural Council,157 Water Street Suite 802P.O. Box 122,New Brunswick,Campbellton,E3N 3G1,506-789-7747,culture@nbmc-cmnb.ca,True,True,False,False,True,False,False,False,True,False,False,False,False,False
New Brunswick Multicultural Council,1808 Water Street,New Brunswick,Miramichi,E1N 1B6,506-773-5272,culture@nbmc-cmnb.ca,True,True,False,False,True,False,False,False,True,False,False,False,False,False
Comité d’accueil d’intégration et d’établissement des nouveaux arrivants (CAIENA),196 Hôtel-de-Ville Avenue,New Brunswick,Shippagan,E8S 1M1,506-336-8888,coordinateur@caiena.ca ,True,True,False,False,True,False,False,False,True,False,False,False,False,False
New Brunswick Multicultural Council,494 Queen Street Suite 200,New Brunswick,Fredericton,E3B 1B6,506-453-1091,culture@nbmc-cmnb.ca,True,True,False,False,True,False,False,False,True,False,False,False,False,True
New Brunswick Multicultural Council,593 Main Street,New Brunswick,Sussex,E4E 7H5,506-808-0154,culture@nbmc-cmnb.ca,True,True,False,False,True,False,False,False,True,False,False,False,False,False
New Brunswick Multicultural Council,104 Irving Boulevard Unit 1,New Brunswick,Bouctouche,E4S 3L5,506-743-1490,culture@nbmc-cmnb.ca,True,True,False,False,True,False,False,False,True,False,False,False,False,False
New Brunswick Multicultural Council,25 Cartier Boulevard Unit 145,New Brunswick,Richibucto,E4W 3W7,506-523-1842,culture@nbmc-cmnb.ca,True,True,False,False,True,False,False,False,True,False,False,False,False,False
New Canadians' Centre of Excellence Inc. - Leamington Branch,24 Oak Street East Units 7 & 8,Ontario,Leamington,N8H 2C2,519-326-6224, ,True,False,True,False,True,True,False,False,True,False,True,False,False,False
New Canadians' Centre of Excellence Inc. - Library Settlement Partnership (LSP) - Budimir Library ,1310 Grand Marais Road West,Ontario,Windsor,N9E 1E4,519-258-4076, ,False,False,False,False,True,False,False,False,True,False,False,False,False,False
New Canadians' Centre of Excellence Inc. - Library Settlement Partnership (LSP) - Central Library,185 Ouellette Avenue,Ontario,Windsor,N9A 4M9,519-258-4076, ,False,False,False,False,True,False,False,False,True,False,False,False,False,False
New Canadians' Centre of Excellence Inc. - Library Settlement Partnership (LSP) - Forest Glade Optimist Library ,3211 Forest Glade Drive,Ontario,Windsor,N8R 1W7,519-258-4076, ,False,False,False,False,True,False,False,False,True,False,False,False,False,False
New Canadians' Centre of Excellence Inc. - Library Settlement Partnership (LSP) - John Muir Branch,363 Mill Street,Ontario,Windsor,N9C 1B1,519-258-4076, ,False,False,False,False,True,False,False,False,True,False,False,False,False,False
New Canadians' Centre of Excellence Inc. - Main Branch,660 Ouellette Avenue,Ontario,Windsor,N9A 1C1,519-258-4076, ,True,False,True,True,True,True,False,True,True,False,False,False,False,True
New Canadians' Centre of Excellence Inc. - Midtown Branch,1214 Ottawa Street,Ontario,Windsor,N8X 2E6,519-419-5461, ,True,False,True,True,True,True,False,True,True,False,False,False,False,True
New Canadians' Centre of Excellence Inc. - Windsor West Branch,3235 Sandwich Street,Ontario,Windsor,N9C 1A9,519-254-2001, ,True,False,True,True,True,True,False,True,True,False,False,False,False,True
New Canadians Centre Peterborough,221 Romaine Street,Ontario,Peterborough,K9J 2C3,705-743-0882,info@nccpeterborough.ca,False,False,False,False,False,False,True,False,False,False,False,False,False,False
New Canadians Centre Peterborough,50 Covert Street 2nd Floor,Ontario,Cobourg,K9A 2L6,905-377-8100, ,False,False,False,False,False,False,True,False,False,False,False,False,False,False
New Directions Vocational Testing & Counselling Services Ltd. ,100 - 20436 Fraser Hwy,British Columbia,Langley,V3A 4G2,604-530-0535, ,False,False,False,False,False,False,False,True,False,False,False,False,False,False
New Directions Vocational Testing & Counselling Services Ltd. ,20443 Fraser Hwy,British Columbia,Langley,V3A 5N9,778-366-7640,office@newdir.ca ,True,False,False,False,False,True,False,True,False,False,False,False,False,False
Newcomer Centre of Peel,165 Dundas Street West Suite 116,Ontario,Mississauga,L5B 2N6,905-306-0577, ,False,False,True,True,True,True,False,True,True,False,False,True,True,True
Newcomer Kitchen Inc,1033 College Street,Ontario,Toronto,M6H 1A8,416-464-1864,info@newcomerkitchen.ca,True,False,False,False,True,False,False,False,True,False,True,False,True,False
Newcomer Women's Services Toronto,489 Queen Street East Unit 100,Ontario,Toronto,M1A 1V1,416-469-0196,info@newcomerwomen.org,False,False,False,False,False,False,False,True,False,False,False,True,True,False
Newcomers Employment Development Services (N.E.E.D.S.) Inc.,A - 251 Notre Dame Avenue  ,Manitoba,Winnipeg,R3R 1N8,204-940-1260,needsinc@mts.net,True,False,True,False,True,False,False,False,True,False,True,False,False,True
Niagara Catholic District School Board - Niagara West Adult Learning Centre,4271 Queen Street,Ontario,Beamsville,L0R 1B2,905-563-1515, ,False,False,False,True,False,False,False,True,False,False,False,False,False,False
Niagara Catholic District School Board - St. Ann Adult Learning Centre,5895 North Street,Ontario,Niagara Falls,L2G 1J7,905-354-3531, ,False,False,False,True,False,False,False,True,False,False,False,False,False,False
Niagara College,135 Taylor Road,Ontario,Niagara-on-the-Lake,L0S 1J0,905-641-2252, ,False,False,True,False,False,True,False,True,False,False,False,False,False,False
NorQuest College - Camrose,#7 - 5000 51 Avenue,Alberta,Camrose,T4V 0V6,780-644-6000, ,False,False,False,False,False,False,False,True,False,False,False,False,False,False
NorQuest College - Edmonton,10215 - 108 Street,Alberta,Edmonton,T5J 1L6,780-644-6000, ,False,False,True,False,True,False,False,True,False,False,False,False,False,False
Norquest College - Edmonton,11140-131st Street,Alberta,Edmonton,T5M 1C1,780-644-6000, ,False,False,True,False,True,False,False,True,False,False,False,False,False,False
NorQuest College - Grande Prairie,11449 92 Street,Alberta,Grande Prairie,T8X 1P4,780-644-6000, ,False,False,False,False,False,False,False,True,False,False,False,False,False,False
NorQuest College - Lloydminster,6612 35 Street,Alberta,Lloydminster,T9V 3H1,780-644-6000, ,False,False,False,False,False,False,False,True,False,False,False,False,False,False
NorQuest College - Sherwood Park,401 Festival Lane,Alberta,Sherwood Park,T8A 5P7,780-644-6000, ,False,False,False,False,False,False,False,True,False,False,False,False,False,False
NorQuest College - Whitecourt,4739 50 Avenue,Alberta,Whitecourt,T7S 1N8,780-644-6000, ,False,False,False,False,False,False,False,True,False,False,False,False,False,False
North Bay and District Multicultural Centre,100 Main Street East,Ontario,North Bay,P1B 1A8,705-495-8931 or toll-free 1-877-495-8931, ,True,False,False,False,True,False,False,False,False,False,True,False,False,False
North Bay and District Multicultural Centre,119 Pine Street Suite 10,Ontario,Timmins,P4N 2K3,705-269-8622, ,True,False,False,False,True,False,False,False,False,False,False,False,False,False
North West College,10702 Diefenbaker Drive,Saskatchewan,North Battleford,S9A 4A8,306-937-5100,shelley.platten@nwrc.sk.ca,False,False,False,False,False,False,True,True,False,False,False,False,False,False
North York Community House,255 Ranee Avenue,Ontario,Toronto,M6A 2P4,416-784-0920, ,True,False,True,False,True,False,False,True,True,True,True,True,True,True
North York Community House - Albion Heights Junior Middle School          ,45 Lynmont Rd,Ontario,Toronto,M9V 3W9,416-394-7520, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Beaumonde Heights Junior Middle School          ,70 Monterrey Dr,Ontario,Toronto,M9V 1T1,416-394-7790, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Beverly Heights Middle School          ,26 Troutbrooke Dr,Ontario,Toronto,M3M 1S5,416-395-3000, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Brookview Middle School           ,4505 Jane St,Ontario,Toronto,M3N 2K7,416-395-2120, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Burnhamthorpe Collegiate Institute,500 The East Mall,Ontario,Toronto,M9B 2C4,416-394-7130, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - C.W. Jefferys Collegiate Institute,340 Sentinel Rd,Ontario,Toronto,M3J 1T9,416-395-3170, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Chalkfarm Public School,100 Chalkfarm Dr,Ontario,Toronto,M3L 1L4,416-395-2160, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Charles E Webster Public School ,1900 Keele St,Ontario,Toronto,M6M 3X7,416-394-2250, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Charles H Best Middle School,285 Wilmington Ave,Ontario,Toronto,M3H 5K8,416-395-2170, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Dante Alighieri Academy ,60 Playfair Avenue,Ontario,Toronto,M6B 2P9,416-393-5522, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Davisville Junior Public School,43 Millwood Rd,Ontario,Toronto,M4S 1J6,416-393-0570, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Daystrom Public School ,25 Daystrom Dr,Ontario,Toronto,M9M 2A8,416-395-2280, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Dixon Grove Junior Middle School,315 The Westway,Ontario,Toronto,M9R 1H1,416-394-7940, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
North York Community House - Downsview Public School ,2829 Keele St,Ontario,Toronto,M3M 2G7,416-395-2340, ,True,False,False,False,True,False,False,False,True,False,True,True,True,True
